# Station : BREST
# Longitude : -4.49503994
# Latitude : 48.38290024
# Organisme fournisseur de données : Shom, Marine nationale
# Fuseau horaire : UTC
# Référence verticale : zero_hydrographique
# Unité : m
# Source 1 : Données brutes temps réel
# Source 2 : Données brutes temps différé
# Source 3 : Données validées temps différé
# Source 4 : Données horaires validées
# Source 5 : Données horaires brutes
# Source 6 : Pleines et basses mers
# Date;Valeur;Source
21/01/2024 16:00:00;4.4272;1
21/01/2024 16:10:00;4.3444;1
21/01/2024 16:20:00;4.2047;1
21/01/2024 16:30:00;4.0772;1
21/01/2024 16:40:00;3.9537;1
21/01/2024 16:50:00;3.829;1
21/01/2024 17:00:00;3.6873;1
21/01/2024 17:10:00;3.6099;1
21/01/2024 17:20:00;3.4807;1
21/01/2024 17:30:00;3.4286;1
21/01/2024 17:40:00;3.3369;1
21/01/2024 17:50:00;3.2677;1
21/01/2024 18:00:00;3.1973;1
21/01/2024 18:10:00;3.1031;1
21/01/2024 18:20:00;3.0871;1
21/01/2024 18:30:00;2.9921;1
21/01/2024 18:40:00;3.0071;1
21/01/2024 18:50:00;2.935;1
21/01/2024 19:00:00;2.9985;1
21/01/2024 19:10:00;2.9622;1
21/01/2024 19:20:00;2.9891;1
21/01/2024 19:30:00;2.9317;1
21/01/2024 19:40:00;3.0218;1
21/01/2024 19:50:00;3.0583;1
21/01/2024 20:00:00;3.1046;1
21/01/2024 20:10:00;3.2085;1
21/01/2024 20:20:00;3.2709;1
21/01/2024 20:30:00;3.3631;1
21/01/2024 20:40:00;3.4701;1
21/01/2024 20:50:00;3.5579;1
21/01/2024 21:00:00;3.6846;1
21/01/2024 21:10:00;3.7617;1
21/01/2024 21:20:00;3.9274;1
21/01/2024 21:30:00;4.0401;1
21/01/2024 21:40:00;4.1898;1
21/01/2024 21:50:00;4.2826;1
21/01/2024 22:00:00;4.4147;1
21/01/2024 22:10:00;4.53;1
21/01/2024 22:20:00;4.7021;1
21/01/2024 22:30:00;4.8273;1
21/01/2024 22:40:00;4.9337;1
21/01/2024 22:50:00;5.0469;1
21/01/2024 23:00:00;5.1645;1
21/01/2024 23:10:00;5.3107;1
21/01/2024 23:20:00;5.3934;1
21/01/2024 23:30:00;5.5041;1
21/01/2024 23:40:00;5.5925;1
21/01/2024 23:50:00;5.6888;1
22/01/2024 00:00:00;5.7838;1
22/01/2024 00:10:00;5.851;1
22/01/2024 00:20:00;5.8694;1
22/01/2024 00:30:00;5.9145;1
22/01/2024 00:40:00;5.9652;1
22/01/2024 00:50:00;6.0032;1
22/01/2024 01:00:00;6.0007;1
22/01/2024 01:10:00;5.9891;1
22/01/2024 01:20:00;5.9615;1
22/01/2024 01:30:00;5.9647;1
22/01/2024 01:40:00;5.9396;1
22/01/2024 01:50:00;5.8957;1
22/01/2024 02:00:00;5.8302;1
22/01/2024 02:10:00;5.7735;1
22/01/2024 02:20:00;5.7337;1
22/01/2024 02:30:00;5.6733;1
22/01/2024 02:40:00;5.6045;1
22/01/2024 02:50:00;5.5657;1
22/01/2024 03:00:00;5.4359;1
22/01/2024 03:10:00;5.3925;1
22/01/2024 03:20:00;5.2685;1
22/01/2024 03:30:00;5.1799;1
22/01/2024 03:40:00;5.0963;1
22/01/2024 03:50:00;5.0051;1
22/01/2024 04:00:00;4.9043;1
22/01/2024 04:10:00;4.7507;1
22/01/2024 04:20:00;4.6118;1
22/01/2024 04:30:00;4.4309;1
22/01/2024 04:40:00;4.3186;1
22/01/2024 04:50:00;4.1628;1
22/01/2024 05:00:00;4.0453;1
22/01/2024 05:10:00;3.8988;1
22/01/2024 05:20:00;3.7958;1
22/01/2024 05:30:00;3.6415;1
22/01/2024 05:40:00;3.4869;1
22/01/2024 05:50:00;3.3982;1
22/01/2024 06:00:00;3.2571;1
22/01/2024 06:10:00;3.1822;1
22/01/2024 06:20:00;3.0553;1
22/01/2024 06:30:00;3.0391;1
22/01/2024 06:40:00;2.8911;1
22/01/2024 06:50:00;2.8413;1
22/01/2024 07:00:00;2.7749;1
22/01/2024 07:10:00;2.7359;1
22/01/2024 07:20:00;2.6949;1
22/01/2024 07:30:00;2.6138;1
22/01/2024 07:40:00;2.6458;1
22/01/2024 07:50:00;2.6359;1
22/01/2024 08:00:00;2.6423;1
22/01/2024 08:10:00;2.6618;1
22/01/2024 08:20:00;2.7141;1
22/01/2024 08:30:00;2.7869;1
22/01/2024 08:40:00;2.7796;1
22/01/2024 08:50:00;2.8608;1
22/01/2024 09:00:00;2.9859;1
22/01/2024 09:10:00;3.0438;1
22/01/2024 09:20:00;3.1787;1
22/01/2024 09:30:00;3.2261;1
22/01/2024 09:40:00;3.4141;1
22/01/2024 09:50:00;3.4839;1
22/01/2024 10:00:00;3.6423;1
22/01/2024 10:10:00;3.7257;1
22/01/2024 10:20:00;3.9094;1
22/01/2024 10:30:00;4.0028;1
22/01/2024 10:40:00;4.1801;1
22/01/2024 10:50:00;4.2792;1
22/01/2024 11:00:00;4.3977;1
22/01/2024 11:10:00;4.5232;1
22/01/2024 11:20:00;4.6467;1
22/01/2024 11:30:00;4.7406;1
22/01/2024 11:40:00;4.8806;1
22/01/2024 11:50:00;4.9309;1
22/01/2024 12:00:00;5.0593;1
22/01/2024 12:10:00;5.1583;1
22/01/2024 12:20:00;5.2664;1
22/01/2024 12:30:00;5.3553;1
22/01/2024 12:40:00;5.4369;1
22/01/2024 12:50:00;5.5726;1
22/01/2024 13:00:00;5.6266;1
22/01/2024 13:10:00;5.6759;1
22/01/2024 13:20:00;5.7317;1
22/01/2024 13:30:00;5.7458;1
22/01/2024 13:40:00;5.8417;1
22/01/2024 13:50:00;5.8175;1
22/01/2024 14:00:00;5.8665;1
22/01/2024 14:10:00;5.7428;1
22/01/2024 14:20:00;5.8008;1
22/01/2024 14:30:00;5.6917;1
22/01/2024 14:40:00;5.6687;1
22/01/2024 14:50:00;5.6132;1
22/01/2024 15:00:00;5.5678;1
22/01/2024 15:10:00;5.5199;1
22/01/2024 15:20:00;5.3813;1
22/01/2024 15:30:00;5.3727;1
22/01/2024 15:40:00;5.1756;1
22/01/2024 15:50:00;5.1904;1
22/01/2024 16:00:00;5.0039;1
22/01/2024 16:10:00;4.9347;1
22/01/2024 16:20:00;4.7962;1
22/01/2024 16:30:00;4.6788;1
22/01/2024 16:40:00;4.5417;1
22/01/2024 16:50:00;4.3673;1
22/01/2024 17:00:00;4.2965;1
22/01/2024 17:10:00;4.0949;1
22/01/2024 17:20:00;3.9772;1
22/01/2024 17:30:00;3.8544;1
22/01/2024 17:40:00;3.7149;1
22/01/2024 17:50:00;3.5655;1
22/01/2024 18:00:00;3.464;1
22/01/2024 18:10:00;3.2722;1
22/01/2024 18:20:00;3.1957;1
22/01/2024 18:30:00;3.0716;1
22/01/2024 18:40:00;2.9474;1
22/01/2024 18:50:00;2.8461;1
22/01/2024 19:00:00;2.7235;1
22/01/2024 19:10:00;2.6949;1
22/01/2024 19:20:00;2.5986;1
22/01/2024 19:30:00;2.5307;1
22/01/2024 19:40:00;2.4399;1
22/01/2024 19:50:00;2.4551;1
22/01/2024 20:00:00;2.3733;1
22/01/2024 20:10:00;2.3851;1
22/01/2024 20:20:00;2.375;1
22/01/2024 20:30:00;2.4306;1
22/01/2024 20:40:00;2.3886;1
22/01/2024 20:50:00;2.4436;1
22/01/2024 21:00:00;2.5408;1
22/01/2024 21:10:00;2.5773;1
22/01/2024 21:20:00;2.6955;1
22/01/2024 21:30:00;2.7464;1
22/01/2024 21:40:00;2.987;1
22/01/2024 21:50:00;3.0095;1
22/01/2024 22:00:00;3.2046;1
22/01/2024 22:10:00;3.2918;1
22/01/2024 22:20:00;3.4572;1
22/01/2024 22:30:00;3.5986;1
22/01/2024 22:40:00;3.7339;1
22/01/2024 22:50:00;3.9066;1
22/01/2024 23:00:00;4.0427;1
22/01/2024 23:10:00;4.1641;1
22/01/2024 23:20:00;4.3671;1
22/01/2024 23:30:00;4.4538;1
22/01/2024 23:40:00;4.6309;1
22/01/2024 23:50:00;4.7319;1
23/01/2024 00:00:00;4.8874;1
23/01/2024 00:10:00;5.0375;1
23/01/2024 00:20:00;5.1392;1
23/01/2024 00:30:00;5.2957;1
23/01/2024 00:40:00;5.4217;1
23/01/2024 00:50:00;5.5165;1
23/01/2024 01:00:00;5.6428;1
23/01/2024 01:10:00;5.7244;1
23/01/2024 01:20:00;5.8627;1
23/01/2024 01:30:00;5.8959;1
23/01/2024 01:40:00;5.9975;1
23/01/2024 01:50:00;6.0144;1
23/01/2024 02:00:00;6.0923;1
23/01/2024 02:10:00;6.0523;1
23/01/2024 02:20:00;6.0777;1
23/01/2024 02:30:00;6.0696;1
23/01/2024 02:40:00;6.098;1
23/01/2024 02:50:00;6.0083;1
23/01/2024 03:00:00;5.9564;1
23/01/2024 03:10:00;5.8655;1
23/01/2024 03:20:00;5.7733;1
23/01/2024 03:30:00;5.6851;1
23/01/2024 03:40:00;5.6021;1
23/01/2024 03:50:00;5.5113;1
23/01/2024 04:00:00;5.3986;1
23/01/2024 04:10:00;5.2923;1
23/01/2024 04:20:00;5.1032;1
23/01/2024 04:30:00;5.0156;1
23/01/2024 04:40:00;4.8394;1
23/01/2024 04:50:00;4.7797;1
23/01/2024 05:00:00;4.6236;1
23/01/2024 05:10:00;4.5543;1
23/01/2024 05:20:00;4.3925;1
23/01/2024 05:30:00;4.2416;1
23/01/2024 05:40:00;4.1384;1
23/01/2024 05:50:00;3.9637;1
23/01/2024 06:00:00;3.8405;1
23/01/2024 06:10:00;3.7317;1
23/01/2024 06:20:00;3.6329;1
23/01/2024 06:30:00;3.4483;1
23/01/2024 06:40:00;3.385;1
23/01/2024 06:50:00;3.1817;1
23/01/2024 07:00:00;3.0703;1
23/01/2024 07:10:00;2.9774;1
23/01/2024 07:20:00;2.7965;1
23/01/2024 07:30:00;2.7714;1
23/01/2024 07:40:00;2.5615;1
23/01/2024 07:50:00;2.613;1
23/01/2024 08:00:00;2.4365;1
23/01/2024 08:10:00;2.4189;1
23/01/2024 08:20:00;2.3799;1
23/01/2024 08:30:00;2.2348;1
23/01/2024 08:40:00;2.364;1
23/01/2024 08:50:00;2.1876;1
23/01/2024 09:00:00;2.3749;1
23/01/2024 09:10:00;2.268;1
23/01/2024 09:20:00;2.4159;1
23/01/2024 09:31:00;2.4503;1
23/01/2024 09:40:00;2.5354;1
23/01/2024 09:50:00;2.64;1
23/01/2024 10:00:00;2.6828;1
23/01/2024 10:10:00;2.9035;1
23/01/2024 10:20:00;2.9177;1
23/01/2024 10:30:00;3.1536;1
23/01/2024 10:40:00;3.2662;1
23/01/2024 10:50:00;3.4511;1
23/01/2024 11:00:00;3.5777;1
23/01/2024 11:10:00;3.7491;1
23/01/2024 11:20:00;3.8479;1
23/01/2024 11:30:00;4.0628;1
23/01/2024 11:40:00;4.1967;1
23/01/2024 11:50:00;4.3435;1
23/01/2024 12:00:00;4.4936;1
23/01/2024 12:10:00;4.6342;1
23/01/2024 12:20:00;4.8019;1
23/01/2024 12:30:00;4.894;1
23/01/2024 12:40:00;5.0422;1
23/01/2024 12:50:00;5.1818;1
23/01/2024 13:00:00;5.3507;1
23/01/2024 13:10:00;5.4189;1
23/01/2024 13:20:00;5.6057;1
23/01/2024 13:30:00;5.6427;1
23/01/2024 13:40:00;5.8171;1
23/01/2024 13:50:00;5.8254;1
23/01/2024 14:00:00;5.9711;1
23/01/2024 14:10:00;6.004;1
23/01/2024 14:20:00;6.0993;1
23/01/2024 14:30:00;6.132;1
23/01/2024 14:40:00;6.1886;1
23/01/2024 14:50:00;6.1637;1
23/01/2024 15:00:00;6.1802;1
23/01/2024 15:10:00;6.1298;1
23/01/2024 15:20:00;6.1161;1
23/01/2024 15:30:00;6.0669;1
23/01/2024 15:40:00;5.9919;1
23/01/2024 15:50:00;5.9067;1
23/01/2024 16:00:00;5.8177;1
23/01/2024 16:10:00;5.7293;1
23/01/2024 16:20:00;5.5576;1
23/01/2024 16:30:00;5.4667;1
23/01/2024 16:40:00;5.2869;1
23/01/2024 16:50:00;5.2286;1
23/01/2024 17:00:00;5.0374;1
23/01/2024 17:10:00;4.9546;1
23/01/2024 17:20:00;4.7585;1
23/01/2024 17:30:00;4.6317;1
23/01/2024 17:40:00;4.4749;1
23/01/2024 17:50:00;4.3143;1
23/01/2024 18:00:00;4.1928;1
23/01/2024 18:10:00;4.0289;1
23/01/2024 18:20:00;3.9223;1
23/01/2024 18:30:00;3.7276;1
23/01/2024 18:40:00;3.6139;1
23/01/2024 18:50:00;3.4477;1
23/01/2024 19:00:00;3.3257;1
23/01/2024 19:10:00;3.1755;1
23/01/2024 19:20:00;3.0829;1
23/01/2024 19:30:00;2.9356;1
23/01/2024 19:40:00;2.8325;1
23/01/2024 19:50:00;2.7395;1
23/01/2024 20:00:00;2.5999;1
23/01/2024 20:10:00;2.5275;1
23/01/2024 20:20:00;2.4352;1
23/01/2024 20:30:00;2.4169;1
23/01/2024 20:40:00;2.3166;1
23/01/2024 20:50:00;2.3222;1
23/01/2024 21:00:00;2.2583;1
23/01/2024 21:10:00;2.2699;1
23/01/2024 21:20:00;2.2605;1
23/01/2024 21:30:00;2.3043;1
23/01/2024 21:40:00;2.3733;1
23/01/2024 21:50:00;2.4398;1
23/01/2024 22:00:00;2.5191;1
23/01/2024 22:10:00;2.6008;1
23/01/2024 22:20:00;2.7369;1
23/01/2024 22:30:00;2.8281;1
23/01/2024 22:40:00;2.9707;1
23/01/2024 22:50:00;3.1403;1
23/01/2024 23:00:00;3.3013;1
23/01/2024 23:10:00;3.4691;1
23/01/2024 23:20:00;3.6183;1
23/01/2024 23:30:00;3.775;1
23/01/2024 23:40:00;3.9339;1
23/01/2024 23:50:00;4.1069;1
24/01/2024 00:00:00;4.2853;1
24/01/2024 00:10:00;4.4613;1
24/01/2024 00:20:00;4.6257;1
24/01/2024 00:30:00;4.7821;1
24/01/2024 00:40:00;4.9471;1
24/01/2024 00:50:00;5.0845;1
24/01/2024 01:00:00;5.2537;1
24/01/2024 01:10:00;5.3894;1
24/01/2024 01:20:00;5.5404;1
24/01/2024 01:30:00;5.6729;1
24/01/2024 01:40:00;5.7845;1
24/01/2024 01:50:00;5.9089;1
24/01/2024 02:00:00;5.9913;1
24/01/2024 02:10:00;6.1125;1
24/01/2024 02:20:00;6.1703;1
24/01/2024 02:30:00;6.2316;1
24/01/2024 02:40:00;6.2774;1
24/01/2024 02:50:00;6.3136;1
24/01/2024 03:00:00;6.3644;1
24/01/2024 03:10:00;6.3515;1
24/01/2024 03:20:00;6.3504;1
24/01/2024 03:30:00;6.3165;1
24/01/2024 03:40:00;6.2744;1
24/01/2024 03:50:00;6.2063;1
24/01/2024 04:00:00;6.1555;1
24/01/2024 04:10:00;6.0645;1
24/01/2024 04:20:00;5.9745;1
24/01/2024 04:30:00;5.8727;1
24/01/2024 04:40:00;5.7367;1
24/01/2024 04:50:00;5.6083;1
24/01/2024 05:00:00;5.4685;1
24/01/2024 05:10:00;5.3151;1
24/01/2024 05:20:00;5.1689;1
24/01/2024 05:30:00;4.9998;1
24/01/2024 05:40:00;4.8607;1
24/01/2024 05:50:00;4.6885;1
24/01/2024 06:00:00;4.513;1
24/01/2024 06:10:00;4.3532;1
24/01/2024 06:20:00;4.1955;1
24/01/2024 06:30:00;4.0163;1
24/01/2024 06:40:00;3.8757;1
24/01/2024 06:50:00;3.6935;1
24/01/2024 07:00:00;3.5149;1
24/01/2024 07:10:00;3.3601;1
24/01/2024 07:20:00;3.2014;1
24/01/2024 07:30:00;3.0699;1
24/01/2024 07:40:00;2.928;1
24/01/2024 07:50:00;2.7933;1
24/01/2024 08:00:00;2.6456;1
24/01/2024 08:10:00;2.5164;1
24/01/2024 08:20:00;2.3988;1
24/01/2024 08:30:00;2.2766;1
24/01/2024 08:40:00;2.2115;1
24/01/2024 08:50:00;2.0975;1
24/01/2024 09:00:00;2.0351;1
24/01/2024 09:10:00;1.9917;1
24/01/2024 09:20:00;1.9609;1
24/01/2024 09:30:00;1.9561;1
24/01/2024 09:40:00;1.9341;1
24/01/2024 09:50:00;1.971;1
24/01/2024 10:00:00;2.0067;1
24/01/2024 10:10:00;2.0773;1
24/01/2024 10:20:00;2.1393;1
24/01/2024 10:30:00;2.2619;1
24/01/2024 10:40:00;2.3651;1
24/01/2024 10:50:00;2.4888;1
24/01/2024 11:00:00;2.5904;1
24/01/2024 11:10:00;2.7618;1
24/01/2024 11:20:00;2.9065;1
24/01/2024 11:30:00;3.0673;1
24/01/2024 11:40:00;3.2377;1
24/01/2024 11:50:00;3.3905;1
24/01/2024 12:00:00;3.5497;1
24/01/2024 12:10:00;3.7149;1
24/01/2024 12:20:00;3.8929;1
24/01/2024 12:30:00;4.0556;1
24/01/2024 12:40:00;4.2524;1
24/01/2024 12:50:00;4.424;1
24/01/2024 13:00:00;4.621;1
24/01/2024 13:10:00;4.7572;1
24/01/2024 13:20:00;4.9595;1
24/01/2024 13:30:00;5.0758;1
24/01/2024 13:40:00;5.277;1
24/01/2024 13:50:00;5.3923;1
24/01/2024 14:00:00;5.5751;1
24/01/2024 14:10:00;5.6865;1
24/01/2024 14:20:00;5.8335;1
24/01/2024 14:30:00;5.9097;1
24/01/2024 14:40:00;6.0203;1
24/01/2024 14:50:00;6.0815;1
24/01/2024 15:00:00;6.1597;1
24/01/2024 15:10:00;6.1967;1
24/01/2024 15:20:00;6.2655;1
24/01/2024 15:30:00;6.2651;1
24/01/2024 15:40:00;6.2578;1
24/01/2024 15:50:00;6.2544;1
24/01/2024 16:00:00;6.2199;1
24/01/2024 16:10:00;6.1537;1
24/01/2024 16:20:00;6.1007;1
24/01/2024 16:30:00;5.9962;1
24/01/2024 16:40:00;5.8983;1
24/01/2024 16:50:00;5.8007;1
24/01/2024 17:00:00;5.6757;1
24/01/2024 17:10:00;5.5588;1
24/01/2024 17:20:00;5.4268;1
24/01/2024 17:30:00;5.2612;1
24/01/2024 17:40:00;5.121;1
24/01/2024 17:50:00;4.9781;1
24/01/2024 18:00:00;4.8097;1
24/01/2024 18:10:00;4.6596;1
24/01/2024 18:20:00;4.4941;1
24/01/2024 18:30:00;4.3288;1
24/01/2024 18:40:00;4.1679;1
24/01/2024 18:50:00;3.995;1
24/01/2024 19:00:00;3.8526;1
24/01/2024 19:10:00;3.7087;1
24/01/2024 19:20:00;3.5259;1
24/01/2024 19:30:00;3.3742;1
24/01/2024 19:40:00;3.2403;1
24/01/2024 19:50:00;3.0447;1
24/01/2024 20:00:00;2.9396;1
24/01/2024 20:10:00;2.7756;1
24/01/2024 20:20:00;2.6783;1
24/01/2024 20:30:00;2.5099;1
24/01/2024 20:40:00;2.4171;1
24/01/2024 20:50:00;2.2963;1
24/01/2024 21:00:00;2.1769;1
24/01/2024 21:10:00;2.1016;1
24/01/2024 21:20:00;2.0547;1
24/01/2024 21:30:00;2.0071;1
24/01/2024 21:40:00;1.9373;1
24/01/2024 21:50:00;1.9493;1
24/01/2024 22:00:00;1.9912;1
24/01/2024 22:10:00;2.0202;1
24/01/2024 22:20:00;2.0737;1
24/01/2024 22:30:00;2.1146;1
24/01/2024 22:40:00;2.2573;1
24/01/2024 22:50:00;2.3507;1
24/01/2024 23:00:00;2.4833;1
24/01/2024 23:10:00;2.6173;1
24/01/2024 23:20:00;2.8256;1
24/01/2024 23:30:00;2.9219;1
24/01/2024 23:40:00;3.1407;1
24/01/2024 23:50:00;3.2726;1
25/01/2024 00:00:00;3.4428;1
25/01/2024 00:10:00;3.6703;1
25/01/2024 00:20:00;3.8275;1
25/01/2024 00:30:00;4.0441;1
25/01/2024 00:40:00;4.2342;1
25/01/2024 00:50:00;4.4074;1
25/01/2024 01:00:00;4.6133;1
25/01/2024 01:10:00;4.7813;1
25/01/2024 01:20:00;4.9674;1
25/01/2024 01:30:00;5.1392;1
25/01/2024 01:40:00;5.3224;1
25/01/2024 01:50:00;5.5087;1
25/01/2024 02:00:00;5.6473;1
25/01/2024 02:10:00;5.8217;1
25/01/2024 02:20:00;5.9191;1
25/01/2024 02:30:00;6.0715;1
25/01/2024 02:40:00;6.1858;1
25/01/2024 02:50:00;6.2869;1
25/01/2024 03:00:00;6.406;1
25/01/2024 03:10:00;6.457;1
25/01/2024 03:20:00;6.5405;1
25/01/2024 03:30:00;6.6002;1
25/01/2024 03:40:00;6.6083;1
25/01/2024 03:50:00;6.6479;1
25/01/2024 04:00:00;6.5878;1
25/01/2024 04:10:00;6.592;1
25/01/2024 04:20:00;6.5373;1
25/01/2024 04:30:00;6.4843;1
25/01/2024 04:40:00;6.3895;1
25/01/2024 04:50:00;6.2835;1
25/01/2024 05:00:00;6.1801;1
25/01/2024 05:10:00;6.0535;1
25/01/2024 05:20:00;5.9236;1
25/01/2024 05:30:00;5.7805;1
25/01/2024 05:40:00;5.6209;1
25/01/2024 05:50:00;5.4887;1
25/01/2024 06:00:00;5.3165;1
25/01/2024 06:10:00;5.1527;1
25/01/2024 06:20:00;4.9687;1
25/01/2024 06:30:00;4.8286;1
25/01/2024 06:40:00;4.6184;1
25/01/2024 06:50:00;4.4809;1
25/01/2024 07:00:00;4.2721;1
25/01/2024 07:10:00;4.1014;1
25/01/2024 07:20:00;3.9097;1
25/01/2024 07:30:00;3.7401;1
25/01/2024 07:40:00;3.5593;1
25/01/2024 07:50:00;3.3919;1
25/01/2024 08:00:00;3.2365;1
25/01/2024 08:10:00;3.0749;1
25/01/2024 08:20:00;2.9124;1
25/01/2024 08:30:00;2.7721;1
25/01/2024 08:40:00;2.6094;1
25/01/2024 08:50:00;2.4681;1
25/01/2024 09:00:00;2.3637;1
25/01/2024 09:10:00;2.2412;1
25/01/2024 09:20:00;2.1133;1
25/01/2024 09:30:00;2.0469;1
25/01/2024 09:40:00;1.965;1
25/01/2024 09:50:00;1.9151;1
25/01/2024 10:00:00;1.8507;1
25/01/2024 10:10:00;1.8219;1
25/01/2024 10:20:00;1.8463;1
25/01/2024 10:30:00;1.8359;1
25/01/2024 10:40:00;1.9019;1
25/01/2024 10:50:00;1.936;1
25/01/2024 11:00:00;2.0265;1
25/01/2024 11:10:00;2.106;1
25/01/2024 11:20:00;2.2141;1
25/01/2024 11:30:00;2.3664;1
25/01/2024 11:40:00;2.5063;1
25/01/2024 11:50:00;2.6656;1
25/01/2024 12:00:00;2.8091;1
25/01/2024 12:10:00;2.9883;1
25/01/2024 12:20:00;3.1694;1
25/01/2024 12:30:00;3.3498;1
25/01/2024 12:40:00;3.5681;1
25/01/2024 12:50:00;3.7455;1
25/01/2024 13:00:00;3.9543;1
25/01/2024 13:10:00;4.1386;1
25/01/2024 13:20:00;4.3449;1
25/01/2024 13:30:00;4.5249;1
25/01/2024 13:40:00;4.728;1
25/01/2024 13:50:00;4.9315;1
25/01/2024 14:00:00;5.1009;1
25/01/2024 14:10:00;5.2882;1
25/01/2024 14:20:00;5.4513;1
25/01/2024 14:30:00;5.6217;1
25/01/2024 14:40:00;5.7791;1
25/01/2024 14:50:00;5.9071;1
25/01/2024 15:00:00;6.0445;1
25/01/2024 15:10:00;6.1454;1
25/01/2024 15:20:00;6.2766;1
25/01/2024 15:30:00;6.3577;1
25/01/2024 15:40:00;6.424;1
25/01/2024 15:50:00;6.4774;1
25/01/2024 16:00:00;6.5052;1
25/01/2024 16:10:00;6.5163;1
25/01/2024 16:20:00;6.5329;1
25/01/2024 16:30:00;6.4917;1
25/01/2024 16:40:00;6.4743;1
25/01/2024 16:50:00;6.3849;1
25/01/2024 17:00:00;6.337;1
25/01/2024 17:10:00;6.1921;1
25/01/2024 17:20:00;6.1071;1
25/01/2024 17:30:00;5.9685;1
25/01/2024 17:40:00;5.8477;1
25/01/2024 17:50:00;5.7004;1
25/01/2024 18:00:00;5.5401;1
25/01/2024 18:10:00;5.3968;1
25/01/2024 18:20:00;5.2115;1
25/01/2024 18:30:00;5.0472;1
25/01/2024 18:40:00;4.8681;1
25/01/2024 18:50:00;4.6947;1
25/01/2024 19:00:00;4.5087;1
25/01/2024 19:10:00;4.351;1
25/01/2024 19:20:00;4.1627;1
25/01/2024 19:30:00;3.9857;1
25/01/2024 19:40:00;3.7867;1
25/01/2024 19:50:00;3.6016;1
25/01/2024 20:00:00;3.4429;1
25/01/2024 20:10:00;3.2641;1
25/01/2024 20:20:00;3.1308;1
25/01/2024 20:30:00;2.9673;1
25/01/2024 20:40:00;2.8249;1
25/01/2024 20:50:00;2.6535;1
25/01/2024 21:00:00;2.5217;1
25/01/2024 21:10:00;2.4086;1
25/01/2024 21:20:00;2.2836;1
25/01/2024 21:30:00;2.2086;1
25/01/2024 21:40:00;2.082;1
25/01/2024 21:50:00;2.0266;1
25/01/2024 22:00:00;1.9653;1
25/01/2024 22:10:00;1.9425;1
25/01/2024 22:20:00;1.932;1
25/01/2024 22:30:00;1.9067;1
25/01/2024 22:40:00;1.9407;1
25/01/2024 22:50:00;1.9539;1
25/01/2024 23:00:00;2.0395;1
25/01/2024 23:10:00;2.1061;1
25/01/2024 23:20:00;2.2313;1
25/01/2024 23:30:00;2.3347;1
25/01/2024 23:40:00;2.4914;1
25/01/2024 23:50:00;2.6074;1
26/01/2024 00:00:00;2.7697;1
26/01/2024 00:10:00;2.9449;1
26/01/2024 00:20:00;3.1175;1
26/01/2024 00:30:00;3.3189;1
26/01/2024 00:40:00;3.4962;1
26/01/2024 00:50:00;3.7049;1
26/01/2024 01:00:00;3.8991;1
26/01/2024 01:10:00;4.1081;1
26/01/2024 01:20:00;4.3137;1
26/01/2024 01:30:00;4.5053;1
26/01/2024 01:40:00;4.7231;1
26/01/2024 01:50:00;4.9215;1
26/01/2024 02:00:00;5.1378;1
26/01/2024 02:10:00;5.3149;1
26/01/2024 02:20:00;5.5111;1
26/01/2024 02:30:00;5.6682;1
26/01/2024 02:40:00;5.8451;1
26/01/2024 02:50:00;5.9948;1
26/01/2024 03:00:00;6.1563;1
26/01/2024 03:10:00;6.2759;1
26/01/2024 03:20:00;6.4085;1
26/01/2024 03:30:00;6.5073;1
26/01/2024 03:40:00;6.5843;1
26/01/2024 03:50:00;6.6423;1
26/01/2024 04:00:00;6.6838;1
26/01/2024 04:10:00;6.7535;1
26/01/2024 04:20:00;6.7405;1
26/01/2024 04:30:00;6.7555;1
26/01/2024 04:40:00;6.7097;1
26/01/2024 04:50:00;6.6531;1
26/01/2024 05:00:00;6.6037;1
26/01/2024 05:10:00;6.5407;1
26/01/2024 05:20:00;6.4196;1
26/01/2024 05:30:00;6.3276;1
26/01/2024 05:40:00;6.1554;1
26/01/2024 05:50:00;6.087;1
26/01/2024 06:00:00;5.9085;1
26/01/2024 06:10:00;5.7757;1
26/01/2024 06:20:00;5.5619;1
26/01/2024 06:30:00;5.4292;1
26/01/2024 06:40:00;5.2397;1
26/01/2024 06:50:00;5.0716;1
26/01/2024 07:00:00;4.8759;1
26/01/2024 07:10:00;4.6901;1
26/01/2024 07:20:00;4.5075;1
26/01/2024 07:30:00;4.3127;1
26/01/2024 07:40:00;4.1065;1
26/01/2024 07:50:00;3.9102;1
26/01/2024 08:00:00;3.7071;1
26/01/2024 08:10:00;3.5268;1
26/01/2024 08:20:00;3.3462;1
26/01/2024 08:30:00;3.1747;1
26/01/2024 08:40:00;2.9895;1
26/01/2024 08:50:00;2.8129;1
26/01/2024 09:00:00;2.6355;1
26/01/2024 09:10:00;2.4905;1
26/01/2024 09:20:00;2.3335;1
26/01/2024 09:30:00;2.2097;1
26/01/2024 09:40:00;2.0521;1
26/01/2024 09:50:00;1.9709;1
26/01/2024 10:00:00;1.8411;1
26/01/2024 10:10:00;1.7834;1
26/01/2024 10:20:00;1.6878;1
26/01/2024 10:30:00;1.6325;1
26/01/2024 10:40:00;1.6202;1
26/01/2024 10:50:00;1.5761;1
26/01/2024 11:00:00;1.6242;1
